,ACCESSNO,CATEGORYNO,SITE,SITENO,PROVENANCE
3_0858,3,858,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0859,3,859,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Locality - Bluehill Falls, Me. Situation - Just below shell."
3_0860,3,860,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0861,3,861,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0862,3,862,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0863,3,863,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality: Bluehill Falls, ME"
3_0864,3,864,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0865,3,865,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0866,3,866,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0867,3,867,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0868,3,868,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.4 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0869,3,869,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0870,3,870,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0871,3,871,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Locality - Bluehill Falls, ME"
3_0872,3,872,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0873,3,873,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0874,3,874,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0875,3,875,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0876,3,876,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0877,3,877,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Locality - Bluehill Falls, ME"
3_0878,3,878,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 In pit below shell. Locality - Bluehill Falls, ME"
3_0879,3,879,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In 2nd Shell shell layer in W. part of section. Locality- Bluehill Falls, ME."
3_0880,3,880,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In humus below 2nd shell layer. Locality- Bluehill Falls, ME."
3_0881,3,881,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In humus above rocks Locality- Bluehill Falls, ME."
3_0882,3,882,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In humus and pebbles in rock complex Locality- Bluehill Falls, ME."
3_0883,3,883,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Among rocks in humus. Locality- Bluehill Falls, ME."
3_0884,3,884,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Among rocks in humus near #882. Locality- Bluehill Falls, ME."
3_0885,3,885,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Under stake IC2/8E, in turf roots and shells disturbed by plow. Locality-Bluehill Falls, ME."
3_0886,3,886,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IB.4 Excav Date - 00/00/36 In shell above plowline Locality-Bluehill Falls, ME."
3_0887,3,887,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In pebbles below lens of shell Locality-Bluehill Falls, ME."
3_0888,3,888,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In hard humus at very bottom of deposit. Locality-Bluehill Falls, ME."
3_0889,3,889,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 In lower shell. Locality-Bluehill Falls, ME."
3_0890,3,890,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 In lower shell. Locality-Bluehill Falls, ME."
3_0891,3,891,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 In lower shell. Locality-Bluehill Falls, ME."
3_0892,3,892,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 In black dirt. Locality-Bluehill Falls, ME."
3_0894,3,894,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 In black humus and pebbles. Locality-Bluehill Falls, ME."
3_0895,3,895,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Lower part of black humus and pebbles, east end. Locality-Bluehill Falls, ME."
3_0896,3,896,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Near post IC.2/8E and along 8E line in mixed humus, pebbles and shell. Taken from scrap. One made from swordfish sword. Locality-Bluehill Falls, ME."
3_0897,3,897,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Below 2nd shell layer. Taken from scrap. Locality-Bluehill Falls, ME."
3_0898,3,898,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 In humus. Taken from scrap. Locality-Bluehill Falls, ME."
3_0899,3,899,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Excav Date - 00/00/36 Taken from scrap. Locality-Bluehill Falls, ME."
3_0900,3,900,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Bluehill Falls, Me."
3_0901,3,901,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Bluehill Falls, Me."
3_0902,3,902,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.3 Bluehill Falls, Me."
3_0903,3,903,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID Bluehill Falls, Me."
3_0904,3,904,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Bluehill Falls, Me."
3_0905,3,905,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Bluehill Falls, Me."
3_0906,3,906,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.1 Bluehill Falls, Me."
3_0907,3,907,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - ID.1 Excav Date - 00/00/36 Bluehill Falls, Me. Taken from scrap."
3_0908,3,908,Nevin Shell Heap.,Me.152/1,"Section number - 8E Trench Number - IC.2 Bluehill Falls, Me. Taken from scrap."
3_0910,3,910,Nevin Shell Heap.,Me.152/1,"Among rocks in black humus. Section number - 8E Trench Number - IC.2 Excav Date - 00/00/36 Bluehill Falls, Me."
3_0911,3,911,Nevin Shell Heap.,Me.152/1,"In shell above plow line (possibly strata 13) Section number - 8E Trench Number - IC.1 Bluehill Falls, Me. Specimen numbered 402 (field no.)"
3_0912,3,912,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - ID Stake ID/9E. In shell. Bluehill Falls, Me."
3_0913,3,913,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 On top of shell. Bluehill Falls, Me."
3_0914,3,914,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 In upper part of shells. Bluehill Falls, Me."
3_0915,3,915,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Upper level of shell. Bluehill Falls, Me."
3_0916,3,916,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 In pile of rocks in upper level of shell. Bluehill Falls, Me."
3_0917,3,917,Nevin Shell Heap.,Me.152/1,"Found at bottom of large stone in pile. Photo L-I-11 Section number - 9E Trench Number - IC.4 Bluehill Falls, Me."
3_0918,3,918,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Below plow line and shell in humus. Excav Date - 00/00/37 Bluehill Falls, Me."
3_0919,3,919,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Below plow line and shell in humus. Excav Date - 00/00/36 Bluehill Falls, Me."
3_0920,3,920,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 40cm. from top of head in humus below shell. Excav Date - 00/00/36 Bluehill Falls, Me."
3_0921,3,921,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Excav Date - 00/00/36 Collection Date - July, 1936 Received Date Overflow: Sept., 1936 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0922,3,922,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0923,3,923,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0924,3,924,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0925,3,925,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0926,3,926,Nevin Shell Heap.,Me.152/1,"Provenience Description - Above plowline below sod. Section number - 9E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0927,3,927,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0928,3,928,Nevin Shell Heap.,Me.152/1,"Provenience Description - . 36cm from top of heap in humus below shell. Section number - 9E Trench Number - IC.3 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0929,3,929,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0930,3,930,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Figured - (Case E297)"
3_0931,3,931,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0932,3,932,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0933,3,933,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0934,3,934,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0935,3,935,Nevin Shell Heap.,Me.152/1,"Provenience Description - In shells above plowline (possibly strata 13) Section number - 9E Trench Number - IC.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0936,3,936,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0937,3,937,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Excav Date - 00/00/37 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0938,3,938,Nevin Shell Heap.,Me.152/1,"Provenience Description - 48cm from top of heap in humus. Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0939,3,939,Nevin Shell Heap.,Me.152/1,"Provenience Description - 50cm W 9E/IC2 Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0940,3,940,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0941,3,941,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0942,3,942,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - In shell below plow line."
3_0943,3,943,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0944,3,944,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0946,3,946,Nevin Shell Heap.,Me.152/1,"Provenience Description - 62cm deep in humus, 50cm west of IC.2/9E Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0947,3,947,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0948,3,948,Nevin Shell Heap.,Me.152/1,"Provenience Description - Below 429, just south of 430 Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0949,3,949,Nevin Shell Heap.,Me.152/1,"Provenience Description - Just South of 430, near #948 Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0950,3,950,Nevin Shell Heap.,Me.152/1,"Provenience Description - Found near #849 Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Under brown pebbles in black humus."
3_0951,3,951,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0952,3,952,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - ID Excav Date - 00/00/36 Situation: In shell Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0953,3,953,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - In dirt at 30 cm. below top of heap from stake ID/9E."
3_0954,3,954,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - 96 cm. S. W. Trench IC.2, Section 9E; 126 cm. S. E. of Trench IC. 1, Section 8E. Depth 69 cm. from stake IC. 2/9E, under a brownish deposit in a black deposit. Near #940."
3_0955,3,955,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0956,3,956,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0957,3,957,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0958,3,958,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0959,3,959,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0960,3,960,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0961,3,961,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0962,3,962,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0963,3,963,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0964,3,964,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0965,3,965,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0966,3,966,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0968,3,968,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0969,3,969,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - ID Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0970,3,970,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0971,3,971,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0972,3,972,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.3 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0973,3,973,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0974,3,974,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0975,3,975,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0976,3,976,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0977,3,977,Nevin Shell Heap.,Me.152/1,"Section number - 9E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0995,3,995,Nevin Shell Heap.,Me.152/1,"Section number - 2 Trench Number - ID.2 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0996,3,996,Nevin Shell Heap.,Me.152/1,"Section number - 7E Trench Number - IC.3 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0997,3,997,Nevin Shell Heap.,Me.152/1,"Provenience Description - From scrap. Section number - 4E Trench Number - IC.3 Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0998,3,998,Nevin Shell Heap.,Me.152/1,"Section number - 5E Trench Number - IC.4 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Hearth 2. Remarks - Taken from scrap."
3_0999,3,999,Nevin Shell Heap.,Me.152/1,"Section number - 5E Trench Number - ID.1 Excav Date - 00/00/36 Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Remarks - Taken from scrap."
3_0796,3,796,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Excav Date - 1936"
3_0797,3,797,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase"
3_0798,3,798,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 1 Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase"
3_0799,3,799,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase"
3_0800,3,800,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME"
3_0801,3,801,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site no - Me.152/1"
3_0802,3,802,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase"
3_0803,3,803,Nevin Shell Heap.,Me.152/1,"Provenience Description - Southeast of 3/802, grave 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0804,3,804,Nevin Shell Heap.,Me.152/1,"Provenience Description - Between knees of skeleton. Grave 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0805,3,805,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0806,3,806,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0807,3,807,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Leaning against east end of beaming tool. Grave pit 1."
3_0808,3,808,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-In grave pit 1, near circle of brown pebbles in fill of pit."
3_0809,3,809,Nevin Shell Heap.,Me.152/1,"Provenience Description - On top of right humerus, 15cm from superior end. Grave pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1"
3_0810,3,810,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Grave pit 1, on level of skeleton; 30 cm. S. of head of humerus."
3_0813,3,813,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation- Grave pit 1. Under occiput and below a thin (1 cm) layer of pebbles."
3_0814,3,814,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Under right side of lower jaw of skeleton in grave pit 1."
3_0815,3,815,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Locality-Bluehill Falls, ME Site No - Me.152/1 Situation-Near skeleton in grave pit 1. Remarks-Taken from scrap."
3_1004,3,1004,Nevin Shell Heap.,Me.152/1,"Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Human remains date - Late Archaic Moorehead Phase Bluehill Falls, Me. From grave pit 1. taken from scrap."
3_0794,3,794,Nevin Shell Heap.,Me.152/1,"Provenience Description - Backdirt from Grave 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Excav Date - 7/00/1936"
3_0795,3,795,Nevin Shell Heap.,Me.152/1,"Provenience Description - Fill of Grave Pit 1. Level Overflow: 'The level into which it was dug remains in doubt.' (Byers, 1979:28) Excav Date - 7/00/1936"
3_0978,3,978,Nevin Shell Heap.,Me.152/1,"Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Grave 2."
3_0979,3,979,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2. Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0983,3,983,Nevin Shell Heap.,Me.152/1,"Provenience Description - Found in deposit of red ochre on large stone to east of cache. Grave 2. Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0984,3,984,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2. Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0985,3,985,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2. Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0986,3,986,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2. Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0987,3,987,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2. Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me."
3_0988,3,988,Nevin Shell Heap.,Me.152/1,"Provenience Description - Grave 2 Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Figured - (Case E297)"
3_0989,3,989,Nevin Shell Heap.,Me.152/1,"Human remains date - Late Archaic Moorehead Phase Site No. - Me. 152/1 Locality - Bluehill Falls, Me. Situation - Grave 2."
